"ID","DATA_PRODUKCJI","CENA","KOSZT","ID_ZAMOWIENIE","ID_PRODUCENT","ID_ODDZIAL","ID_INSTRUMENT"
1667,03/04/27,1790,1630,268,44,16,39
1668,10/07/24,270,250,36,45,38,69
1669,02/02/17,1300,1190,280,38,16,24
1670,08/01/02,1020,930,65,9,19,36
1671,06/10/14,2060,1880,296,16,25,13
1672,10/09/17,360,330,249,7,28,63
1673,00/10/06,230,210,68,9,27,40
1674,05/10/28,630,580,263,13,10,70
1675,00/02/06,1330,1210,340,4,41,7
1676,05/02/16,700,640,193,40,18,58
1677,02/06/14,1350,1230,19,36,36,37
1678,01/12/02,1270,1160,81,44,45,31
1679,02/12/24,1630,1490,151,17,44,36
1680,10/10/18,1150,1050,351,17,36,22
1681,03/07/18,890,810,297,31,46,20
1682,10/12/01,1940,1770,260,15,44,10
1683,00/12/07,1030,940,98,22,32,70
1684,09/05/19,240,220,215,43,33,14
1685,08/11/13,1380,1260,314,45,37,53
1686,06/12/20,1240,1130,195,20,38,17
1687,05/10/15,610,560,43,10,24,47
1688,03/11/06,940,860,270,36,11,8
1689,01/08/20,470,430,171,1,42,72
1690,10/01/23,1840,1680,178,33,50,34
1691,04/02/21,80,80,372,25,9,21
1692,09/04/23,690,630,263,23,21,66
1693,10/12/05,2020,1840,191,50,15,73
1694,03/11/19,1230,1120,261,12,24,31
1695,09/12/28,300,280,52,28,37,46
1696,04/05/06,120,110,342,45,25,38
1697,03/01/23,1150,1050,250,37,11,19
1698,06/06/15,1190,1090,129,10,28,74
1699,07/08/17,740,680,252,44,2,19
1700,06/08/28,1850,1690,287,35,4,26
1701,07/06/08,2180,1990,273,46,18,32
1702,05/10/24,970,890,377,16,15,24
1703,01/06/18,950,870,2,33,19,44
1704,03/06/01,1250,1140,151,34,13,15
1705,04/06/16,850,780,327,45,45,22
1706,02/04/13,750,690,338,21,43,9
1707,08/10/02,1320,1200,217,4,34,21
1708,02/03/28,410,380,145,50,27,13
1709,02/03/11,360,330,96,21,7,7
1710,09/02/15,420,390,30,13,48,69
1711,00/08/27,1060,970,229,50,49,54
1712,01/12/17,470,430,337,1,11,72
1713,03/04/18,340,310,289,23,33,1
1714,04/05/13,2070,1890,115,27,3,36
1715,09/05/13,2280,2080,123,8,7,3
1716,04/11/21,1670,1520,300,38,50,16
1717,04/08/05,930,850,28,18,14,13
1718,09/06/19,770,700,180,2,6,46
1719,07/11/08,810,740,206,20,4,23
1720,02/05/27,1330,1210,69,20,25,13
1721,01/01/14,1290,1180,391,25,1,7
1722,00/11/22,120,110,230,24,4,51
1723,05/07/21,70,70,130,2,9,20
1724,03/07/27,1340,1220,32,14,31,34
1725,04/02/24,450,410,310,8,31,75
1726,08/09/17,570,520,395,36,13,66
1727,09/05/28,170,160,171,7,10,12
1728,10/03/10,520,480,97,33,3,69
1729,04/11/16,2120,1930,267,44,33,53
1730,08/09/09,1920,1750,57,27,16,37
1731,07/02/20,160,150,238,17,25,73
1732,08/11/15,1400,1280,157,11,40,12
1733,10/03/08,1150,1050,92,10,4,33
1734,02/01/05,190,180,196,30,47,34
1735,02/08/25,2150,1960,94,20,19,45
1736,03/01/27,1540,1400,295,27,17,9
1737,06/04/08,390,360,60,34,34,23
1738,10/03/17,1400,1280,334,37,11,27
1739,04/09/23,1980,1800,159,42,14,53
1740,06/03/09,1800,1640,307,43,14,54
1741,09/01/11,1120,1020,208,8,34,19
1742,03/09/10,810,740,173,20,1,2
1743,03/07/19,1320,1200,230,2,38,49
1744,04/11/06,1900,1730,325,2,16,44
1745,05/10/05,900,820,202,33,30,20
1746,09/01/15,610,560,68,3,30,36
1747,09/07/13,720,660,22,9,4,57
1748,06/11/13,2160,1970,338,47,49,67
1749,09/07/10,1540,1400,80,31,43,56
1750,10/10/09,40,40,104,39,21,69
1751,00/02/08,1250,1140,339,22,21,5
1752,01/02/10,1540,1400,221,34,26,27
1753,01/12/27,1710,1560,390,6,49,33
1754,08/11/23,450,410,235,22,21,61
1755,05/02/20,1900,1730,161,5,40,37
1756,05/07/10,1130,1030,315,32,27,68
1757,09/05/28,1720,1570,126,46,11,40
1758,05/10/01,1670,1520,99,20,3,4
1759,04/05/22,50,50,293,45,42,49
1760,06/08/28,1850,1690,318,4,37,34
1761,08/06/12,130,120,270,33,5,45
1762,07/02/12,890,810,100,18,2,54
1763,07/06/09,2250,2050,210,37,45,44
1764,06/04/12,150,140,12,39,32,49
1765,04/03/27,1150,1050,233,27,17,48
1766,10/06/15,850,780,288,27,43,18
1767,06/08/13,1920,1750,252,47,6,44
1768,05/06/07,1380,1260,216,49,22,17
1769,05/08/06,240,220,355,46,6,41
1770,01/04/07,1170,1070,237,12,6,50
1771,02/01/07,2180,1990,56,4,9,39
1772,05/08/17,2150,1960,167,23,10,37
1773,07/10/24,590,540,33,4,38,68
1774,03/11/03,1590,1450,46,43,12,73
1775,01/11/10,720,660,296,47,27,47
1776,10/05/04,1940,1770,284,6,49,19
1777,05/03/13,1040,950,278,27,49,21
1778,02/03/11,2100,1910,248,33,17,74
1779,03/08/03,1650,1500,163,6,19,26
1780,08/09/10,1700,1550,203,28,2,69
1781,01/12/18,2140,1950,70,21,30,8
1782,10/12/04,1680,1530,253,33,30,22
1783,10/11/09,1870,1700,42,18,38,53
1784,04/04/23,500,460,296,44,36,36
1785,01/01/22,580,530,278,20,8,41
1786,09/09/01,30,30,131,21,11,29
1787,10/04/25,1810,1650,99,22,16,16
1788,03/06/26,1830,1670,312,47,28,28
1789,00/07/10,390,360,185,1,44,43
1790,04/12/23,80,80,238,40,25,56
1791,01/07/25,1060,970,336,33,42,11
1792,06/07/07,960,880,110,33,19,21
1793,04/12/25,80,80,83,18,17,40
1794,04/08/25,1430,1300,32,45,2,41
1795,09/03/24,2020,1840,232,7,3,50
1796,06/10/15,1330,1210,302,27,5,19
1797,07/09/08,690,630,312,39,31,14
1798,09/09/04,380,350,79,35,26,45
1799,00/06/03,0,0,348,4,32,53
1800,07/05/17,1660,1510,332,38,42,14
1801,06/03/14,2130,1940,173,31,17,70
1802,05/07/11,350,320,350,42,6,15
1803,00/07/01,390,360,242,38,38,20
1804,00/04/14,1160,1060,349,49,43,34
1805,03/04/07,930,850,341,33,39,48
1806,03/06/14,190,180,209,30,41,61
1807,05/10/03,380,350,237,46,30,6
1808,08/05/21,590,540,372,38,7,31
1809,00/06/28,1760,1600,292,17,18,24
1810,00/06/26,2070,1890,349,14,18,22
1811,10/11/19,600,550,225,42,1,29
1812,10/05/26,1520,1390,277,9,45,41
1813,04/03/20,250,230,238,2,38,46
1814,08/12/10,420,390,197,14,36,25
1815,02/10/16,1650,1500,131,50,26,19
1816,05/04/02,1920,1750,373,26,31,47
1817,01/01/07,1050,960,376,7,28,42
1818,03/06/18,1280,1170,93,30,44,60
1819,01/07/19,300,280,198,15,22,58
1820,05/10/08,1320,1200,87,22,32,70
1821,03/10/26,1400,1280,133,47,40,4
1822,03/05/03,1890,1720,26,34,29,37
1823,08/02/11,170,160,158,16,42,4
1824,07/11/01,1190,1090,303,3,15,23
1825,09/12/17,1730,1580,393,23,35,60
1826,04/09/16,460,420,286,1,17,50
1827,06/07/01,950,870,368,18,23,42
1828,03/03/08,900,820,49,33,13,12
1829,10/01/26,750,690,9,47,11,53
1830,00/02/22,1390,1270,47,50,48,41
1831,05/06/16,1900,1730,302,2,2,4
1832,02/11/05,1770,1610,50,15,36,10
1833,10/03/04,1230,1120,248,29,7,29
1834,04/09/12,1510,1380,33,20,43,35
1835,02/11/24,500,460,206,34,8,30
1836,05/05/09,1710,1560,117,42,32,53
1837,03/01/24,1960,1790,74,36,2,38
1838,00/12/23,1940,1770,390,7,49,44
1839,05/11/06,1660,1510,116,44,17,48
1840,02/02/04,2060,1880,398,9,42,21
1841,06/06/20,1510,1380,4,10,9,21
1842,01/12/22,1430,1300,244,46,37,60
1843,02/04/21,2180,1990,210,25,8,42
1844,10/11/04,1910,1740,242,37,17,26
1845,10/04/07,1600,1460,120,21,37,27
1846,01/06/09,1650,1500,190,50,7,23
1847,01/03/10,1450,1320,238,6,23,51
1848,04/06/19,720,660,195,4,10,48
1849,07/10/02,1700,1550,348,15,13,30
1850,07/08/05,790,720,281,27,12,56
1851,10/04/24,0,0,43,20,11,69
1852,01/12/21,1410,1290,168,50,50,38
1853,08/11/16,1260,1150,324,5,36,19
1854,01/03/13,1470,1340,216,26,44,21
1855,05/04/23,1550,1410,94,42,6,54
1856,07/06/01,1630,1490,146,22,25,46
1857,00/01/22,1220,1110,146,2,5,62
1858,01/08/26,900,820,191,6,23,36
1859,00/05/12,1540,1400,361,8,5,32
1860,09/06/19,1890,1720,359,11,47,27
1861,02/11/03,200,190,76,5,1,11
1862,01/05/19,350,320,178,29,50,19
1863,08/12/06,1870,1700,34,21,3,13
1864,08/02/12,890,810,58,24,3,44
1865,10/01/11,1390,1270,389,8,18,41
1866,04/08/12,1150,1050,310,20,31,64
1867,04/02/18,910,830,189,34,35,10
1868,08/12/03,230,210,127,30,46,14
1869,04/11/23,860,790,306,18,41,74
1870,03/03/22,790,720,333,18,46,57
1871,01/09/11,1370,1250,156,11,1,75
1872,02/06/12,2040,1860,170,25,5,65
1873,03/05/11,420,390,309,16,50,37
1874,08/08/08,910,830,334,36,40,40
1875,08/07/21,1610,1470,229,21,1,32
1876,00/10/28,1120,1020,336,32,16,38
1877,04/03/17,840,770,244,4,14,65
1878,03/10/07,1030,940,362,48,22,2
1879,04/06/13,790,720,75,21,30,29
1880,02/06/26,2090,1900,212,6,34,51
1881,08/09/19,860,790,259,1,41,55
1882,07/12/22,1270,1160,199,9,23,19
1883,10/08/06,2260,2060,243,49,9,6
1884,10/09/15,40,40,250,5,15,73
1885,07/03/17,440,400,164,27,32,60
1886,05/08/17,20,20,56,46,22,3
1887,00/07/21,530,490,63,22,16,27
1888,07/06/14,0,0,311,3,14,63
1889,05/01/18,2030,1850,205,33,3,10
1890,01/05/25,2100,1910,225,15,25,1
1891,06/09/09,1330,1210,149,43,39,31
1892,09/11/04,1390,1270,14,7,27,35
1893,10/07/10,380,350,177,23,37,54
1894,07/02/13,300,280,263,39,10,19
1895,04/04/02,1830,1670,201,10,5,40
1896,10/03/16,810,740,179,35,25,36
1897,09/01/09,270,250,228,27,24,8
1898,08/09/18,1230,1120,268,22,32,64
1899,01/10/17,370,340,333,34,15,52
1900,03/10/14,1990,1810,27,1,1,33
1901,07/11/01,1760,1600,139,3,15,12
1902,09/09/23,1790,1630,151,39,37,51
1903,03/06/14,170,160,87,2,50,61
1904,02/03/23,570,520,136,25,48,56
1905,07/02/11,1070,980,393,38,29,18
1906,06/02/24,1510,1380,89,43,41,30
1907,09/11/11,420,390,202,18,2,9
1908,10/08/22,1500,1370,48,37,3,51
1909,02/04/05,1730,1580,226,3,11,1
1910,05/12/22,1570,1430,280,47,19,3
1911,01/03/14,150,140,266,21,6,37
1912,06/12/24,180,170,183,11,25,47
1913,07/10/26,110,100,171,36,2,63
1914,01/06/04,1010,920,231,42,3,35
1915,08/01/11,2290,2090,284,40,6,13
1916,00/11/24,2210,2010,95,49,35,65
1917,07/04/03,130,120,119,16,11,18
1918,08/06/03,400,370,90,24,38,70
1919,09/05/09,260,240,19,19,33,1
1920,04/09/26,2210,2010,46,27,36,51
1921,06/07/19,1610,1470,186,8,31,32
1922,10/03/02,90,90,69,10,17,48
1923,05/11/28,1580,1440,211,35,41,9
1924,00/02/23,400,370,23,16,11,46
1925,04/05/06,2290,2090,200,10,34,27
1926,07/09/02,1370,1250,253,8,45,29
1927,01/02/25,680,620,209,39,23,61
1928,02/06/06,1870,1700,271,48,32,14
1929,00/11/21,1920,1750,70,29,42,17
1930,01/04/06,800,730,309,41,50,5
1931,03/04/03,900,820,32,28,46,45
1932,00/09/07,2070,1890,153,49,4,42
1933,09/06/28,20,20,311,28,36,64
1934,00/08/26,940,860,178,16,28,16
1935,05/08/06,770,700,196,8,33,20
1936,01/07/23,1560,1420,297,44,29,64
1937,07/04/21,1240,1130,223,30,26,37
1938,06/09/15,1270,1160,358,35,12,41
1939,02/06/19,950,870,273,11,41,16
1940,02/04/10,1590,1450,371,10,42,71
1941,04/07/07,580,530,130,3,30,56
1942,00/12/28,290,270,87,29,1,6
1943,09/02/18,1390,1270,60,31,29,43
1944,02/08/23,2220,2020,75,49,25,54
1945,10/05/07,1680,1530,293,44,5,53
1946,01/07/13,280,260,152,7,44,62
1947,07/08/17,910,830,279,7,18,70
1948,07/11/22,1270,1160,278,22,33,47
1949,02/04/27,930,850,203,14,23,55
1950,05/03/11,310,290,254,36,42,64
1951,08/08/03,1910,1740,297,5,45,74
1952,07/10/20,790,720,263,42,16,36
1953,07/02/06,230,210,120,49,21,4
1954,06/08/25,2160,1970,252,2,13,17
1955,08/02/17,1830,1670,259,27,9,69
1956,10/03/20,0,0,227,32,37,38
1957,04/09/09,2120,1930,241,30,42,7
1958,01/06/04,1020,930,54,28,1,49
1959,05/06/25,1770,1610,11,42,8,64
1960,09/07/10,1340,1220,77,42,38,69
1961,00/08/23,1500,1370,393,38,33,39
1962,04/06/27,310,290,96,35,31,4
1963,01/09/06,1190,1090,228,11,16,55
1964,10/06/11,1590,1450,185,27,10,37
1965,03/10/09,1350,1230,132,1,5,2
1966,06/10/15,730,670,367,15,24,55
1967,09/09/13,2210,2010,226,43,16,6
1968,10/05/18,1250,1140,251,4,8,70
1969,06/01/10,1700,1550,103,40,35,30
1970,05/11/11,1240,1130,118,35,31,47
1971,03/07/01,2100,1910,42,7,48,16
1972,07/10/16,1680,1530,151,33,9,4
1973,08/08/10,1100,1000,308,10,36,52
1974,06/06/15,2040,1860,313,8,30,55
1975,08/11/07,890,810,175,13,34,23
1976,06/06/24,130,120,370,5,36,51
1977,08/06/18,1840,1680,385,17,23,24
1978,05/09/20,1380,1260,76,4,8,22
1979,08/10/14,600,550,21,38,19,42
1980,08/02/06,910,830,143,3,8,63
1981,09/05/17,2290,2090,290,50,39,38
1982,08/05/21,50,50,228,8,5,24
1983,03/10/06,90,90,64,11,13,56
1984,04/08/23,1570,1430,307,8,6,51
1985,00/12/12,440,400,201,50,33,70
1986,07/03/07,340,310,4,37,11,52
1987,03/12/08,1700,1550,197,4,27,43
1988,04/06/10,10,10,240,36,27,29
1989,04/03/06,2120,1930,172,4,46,32
1990,01/05/17,1210,1100,224,1,19,28
1991,06/01/03,2200,2000,151,27,48,21
1992,10/06/08,1940,1770,172,15,46,67
1993,01/02/15,1470,1340,350,18,47,52
1994,01/09/15,1950,1780,301,9,11,34
1995,05/03/08,1840,1680,170,29,13,27
1996,08/10/16,2120,1930,42,50,21,42
1997,03/09/16,270,250,196,41,27,57
1998,00/05/06,1510,1380,238,36,31,31
1999,09/07/26,1500,1370,387,10,17,53
2000,10/11/24,1560,1420,303,19,25,45
2001,07/02/27,1850,1690,224,7,21,33
2002,03/06/24,1840,1680,275,18,22,76
2003,04/12/14,1570,1430,378,50,11,21
2004,08/05/16,750,690,295,45,44,22
2005,08/05/25,300,280,209,16,12,5
2006,00/08/24,2150,1960,123,42,24,27
2007,10/09/16,610,560,290,25,35,20
2008,07/07/16,90,90,365,25,47,72
2009,04/02/12,1550,1410,397,15,4,35
2010,08/08/18,40,40,28,27,11,33
2011,07/10/25,260,240,256,23,2,34
2012,03/06/01,40,40,214,21,8,27
2013,04/04/28,1820,1660,89,47,40,6
2014,07/07/23,910,830,266,39,13,66
2015,05/06/06,1150,1050,183,14,38,60
2016,02/09/02,1190,1090,374,28,8,58
2017,05/11/14,1930,1760,136,43,28,23
2018,08/07/17,710,650,376,18,13,73
2019,01/10/22,380,350,107,37,27,21
2020,02/01/04,1620,1480,128,15,11,58
2021,06/12/09,630,580,239,24,42,66
2022,10/11/18,280,260,27,45,27,43
2023,09/01/17,1270,1160,18,28,43,71
2024,00/05/06,160,150,217,5,25,31
2025,04/06/14,2060,1880,290,33,26,23
2026,00/12/26,450,410,327,28,28,28
2027,02/11/28,400,370,78,14,4,60
2028,02/01/16,960,880,340,37,18,13
2029,04/06/27,2230,2030,340,31,33,38
2030,05/09/27,290,270,271,50,27,76
2031,02/05/22,1050,960,275,47,27,1
2032,06/10/14,2040,1860,71,23,48,28
2033,02/03/22,880,800,298,47,21,26
2034,07/07/27,2070,1890,280,32,48,50
2035,06/06/07,290,270,87,12,50,38
2036,07/03/04,630,580,307,30,3,35
2037,05/10/15,940,860,56,20,23,1
2038,06/12/06,990,900,70,11,14,39
2039,09/07/15,2120,1930,76,18,35,67
2040,04/01/03,590,540,31,6,22,31
2041,10/05/16,230,210,1,36,42,41
2042,10/03/14,820,750,60,44,8,23
2043,04/11/07,1690,1540,374,20,18,7
2044,10/07/10,2060,1880,109,42,5,16
2045,04/11/19,1190,1090,58,42,3,66
2046,06/09/01,750,690,271,4,38,38
2047,03/03/06,1340,1220,27,17,23,75
2048,08/05/22,990,900,306,11,2,58
2049,00/09/23,1910,1740,7,32,47,22
2050,02/05/14,1790,1630,3,14,32,44
2051,05/05/24,1930,1760,109,34,26,15
2052,06/04/17,300,280,129,12,8,56
2053,08/05/20,640,590,283,41,8,63
2054,07/12/05,170,160,59,45,49,52
2055,09/04/09,2060,1880,400,28,36,39
2056,07/07/17,170,160,336,23,34,28
2057,00/07/23,1960,1790,315,9,7,34
2058,10/01/03,1600,1460,348,48,50,35
2059,04/01/06,240,220,249,34,17,70
2060,02/03/18,930,850,288,13,20,28
2061,05/10/23,1660,1510,282,17,22,19
2062,05/08/19,2270,2070,186,50,37,33
2063,01/03/22,560,510,332,27,37,69
2064,05/07/10,40,40,152,35,35,65
2065,04/02/20,10,10,14,35,9,42
2066,06/10/09,270,250,312,34,39,58
2067,10/11/10,620,570,93,28,11,25
2068,03/04/23,1060,970,250,50,19,30
2069,08/12/19,1430,1300,9,43,20,6
2070,09/10/09,1910,1740,219,25,48,14
2071,09/11/04,1510,1380,95,30,10,55
2072,06/12/16,830,760,315,37,12,1
2073,07/07/19,1630,1490,335,10,8,44
2074,02/01/04,570,520,151,32,9,36
2075,01/02/22,260,240,151,9,50,50
2076,04/06/21,160,150,238,45,17,40
2077,08/07/24,60,60,85,2,49,4
2078,10/10/25,1060,970,143,19,12,17
2079,06/01/11,1760,1600,313,10,50,16
2080,00/07/15,1240,1130,216,26,10,4
2081,03/01/02,1610,1470,15,1,15,58
2082,07/05/20,570,520,56,39,18,41
2083,08/11/20,1570,1430,24,17,18,59
2084,04/02/13,1980,1800,109,8,30,53
2085,07/09/02,1120,1020,369,32,46,30
2086,02/11/18,1150,1050,182,22,20,23
2087,10/01/08,280,260,9,9,8,9
2088,06/04/27,1760,1600,128,49,10,54
2089,09/06/03,1300,1190,30,40,14,63
2090,04/03/18,1450,1320,252,39,24,17
2091,05/06/23,1520,1390,207,28,50,74
2092,08/03/06,720,660,198,33,5,56
2093,08/12/05,50,50,251,35,36,66
2094,05/02/16,2000,1820,271,48,40,33
2095,09/10/09,1940,1770,351,45,1,72
2096,04/10/04,2240,2040,35,49,44,19
2097,05/07/16,1800,1640,331,50,25,3
2098,06/11/28,370,340,2,46,33,24
2099,10/02/11,1300,1190,285,43,47,33
2100,04/02/20,2060,1880,267,8,29,19
2101,05/04/21,1080,990,387,39,35,6
2102,00/10/27,270,250,362,16,15,74
2103,04/05/28,710,650,221,39,22,34
2104,08/06/23,350,320,209,39,25,68
2105,08/11/11,880,800,103,11,9,34
2106,01/12/04,1880,1710,91,35,36,30
2107,06/04/12,1390,1270,162,38,8,23
2108,08/07/14,1330,1210,121,35,30,49
2109,04/10/06,820,750,171,3,16,57
2110,02/08/11,860,790,121,2,42,30
2111,06/09/11,1490,1360,32,45,37,36
2112,03/12/18,450,410,153,19,38,4
2113,04/04/27,490,450,34,10,38,45
2114,10/07/21,1010,920,311,2,11,56
2115,09/07/22,840,770,237,40,4,56
2116,09/09/15,1930,1760,387,9,49,71
2117,06/06/01,1760,1600,97,44,40,66
2118,02/12/04,1540,1400,298,40,13,5
2119,06/12/20,280,260,27,11,17,60
2120,09/03/23,1220,1110,75,14,44,38
2121,00/10/28,1760,1600,187,36,43,14
2122,02/12/19,1560,1420,101,33,50,36
2123,00/08/01,2230,2030,255,12,42,20
2124,03/09/16,1140,1040,150,17,29,55
2125,07/11/24,160,150,261,48,49,19
2126,03/06/19,450,410,205,6,13,51
2127,00/07/26,1730,1580,268,25,9,28
2128,04/08/13,1120,1020,248,33,39,44
2129,09/10/22,2110,1920,243,48,46,63
2130,02/02/06,1930,1760,326,26,32,20
2131,01/02/18,1040,950,103,29,24,48
2132,06/03/18,470,430,165,34,7,50
2133,00/10/17,310,290,184,1,14,60
2134,01/08/11,1850,1690,372,44,29,56
2135,10/01/25,1450,1320,164,9,39,67
2136,06/10/28,1370,1250,240,22,40,41
2137,05/08/25,590,540,313,47,33,38
2138,07/06/02,2060,1880,186,33,21,35
2139,09/03/23,530,490,102,46,26,62
2140,06/10/26,1840,1680,158,10,25,29
2141,08/07/03,1290,1180,154,14,18,59
2142,09/09/15,220,200,332,18,29,56
2143,06/12/01,310,290,34,32,16,65
2144,07/02/28,1100,1000,275,44,24,5
2145,06/04/06,1260,1150,94,29,21,17
2146,06/03/11,970,890,160,21,25,69
2147,02/01/26,990,900,108,18,33,52
2148,10/07/06,2110,1920,18,40,4,43
2149,04/09/26,2120,1930,314,25,8,41
2150,05/11/25,1920,1750,8,27,50,24
2151,08/01/10,1040,950,104,38,1,6
2152,03/08/17,620,570,272,24,21,49
2153,01/09/11,2120,1930,258,25,49,51
2154,02/06/10,2150,1960,153,33,8,66
2155,05/08/10,790,720,137,21,41,48
2156,04/05/12,780,710,225,8,21,48
2157,05/05/18,750,690,281,48,25,59
2158,09/11/08,1710,1560,182,14,41,66
2159,05/07/13,120,110,99,23,45,66
2160,00/07/07,2140,1950,40,39,48,63
2161,05/11/10,580,530,84,20,18,48
2162,01/07/21,230,210,212,14,24,50
2163,06/05/23,1180,1080,396,1,30,28
2164,10/09/03,1870,1700,362,1,17,72
2165,09/07/27,1050,960,215,8,15,35
2166,08/05/12,1020,930,343,12,35,8
2167,00/03/16,670,610,21,48,32,46
2168,07/12/18,1480,1350,138,36,16,1
2169,05/08/22,630,580,69,28,15,32
2170,05/05/18,890,810,98,12,12,37
2171,07/08/05,400,370,181,29,23,19
2172,02/11/27,1620,1480,173,23,43,71
2173,05/02/10,250,230,3,9,37,31
2174,08/04/26,2060,1880,394,45,17,73
2175,09/04/21,1020,930,110,37,29,60
2176,09/06/15,970,890,391,12,38,57
2177,07/02/19,1410,1290,293,36,20,3
2178,01/09/24,1280,1170,19,22,48,76
2179,04/04/20,640,590,229,21,45,25
2180,00/10/08,550,500,396,30,47,33
2181,01/03/21,1700,1550,62,46,10,74
2182,01/04/12,1040,950,368,26,11,25
2183,10/12/14,230,210,94,12,21,30
2184,05/10/25,790,720,335,43,25,49
2185,08/05/17,1460,1330,195,7,4,34
2186,10/10/02,1070,980,38,8,22,45
2187,07/06/20,1700,1550,140,11,4,66
2188,06/03/06,2090,1900,149,26,42,22
2189,08/01/18,450,410,392,2,30,52
2190,02/07/11,1980,1800,105,38,36,32
2191,04/04/17,470,430,228,23,30,31
2192,02/12/11,1220,1110,145,47,48,60
2193,03/06/24,830,760,224,40,26,43
2194,05/06/07,1410,1290,28,34,9,54
2195,06/10/10,1270,1160,362,5,23,3
2196,07/06/05,820,750,136,13,13,63
2197,02/01/23,2060,1880,208,26,4,45
2198,10/03/12,1240,1130,52,17,13,10
2199,03/03/21,1270,1160,321,2,14,14
2200,06/12/15,90,90,318,31,21,50
2201,09/09/12,530,490,379,1,33,76
2202,03/10/16,550,500,196,45,15,2
2203,08/03/04,1600,1460,126,24,5,22
2204,07/10/26,1820,1660,310,18,28,70
2205,05/07/18,110,100,167,8,35,5
2206,10/08/06,1160,1060,66,2,41,36
2207,03/11/14,1010,920,52,22,36,34
2208,10/01/12,2240,2040,21,37,40,75
2209,02/10/05,780,710,38,10,50,64
2210,09/09/26,880,800,128,37,44,61
2211,04/06/20,1840,1680,121,34,27,49
2212,04/08/11,1150,1050,399,25,48,73
2213,02/02/26,1760,1600,172,38,34,36
2214,01/04/09,440,400,34,44,35,52
2215,08/09/09,690,630,14,19,14,16
2216,10/07/06,1460,1330,344,11,34,7
2217,02/08/04,1450,1320,126,47,3,51
2218,04/01/13,1120,1020,77,6,50,19
2219,01/10/17,730,670,346,17,41,70
2220,05/11/22,1160,1060,51,12,26,67
2221,10/11/03,1300,1190,176,2,30,27
2222,09/08/17,910,830,245,21,25,12
2223,05/04/08,660,600,111,37,18,21
2224,01/11/06,1700,1550,276,17,35,47
2225,05/12/20,1060,970,374,14,23,9
2226,02/02/10,1340,1220,238,41,25,40
2227,00/01/27,1560,1420,50,21,32,7
2228,09/12/14,1160,1060,81,15,42,28
2229,09/05/13,1850,1690,115,10,9,21
2230,05/11/02,1510,1380,299,41,20,19
2231,07/05/01,1370,1250,326,15,11,13
2232,06/09/18,2150,1960,92,45,5,1
2233,10/01/08,820,750,204,15,5,10
2234,03/10/04,1170,1070,209,7,3,64
2235,05/08/10,1400,1280,81,14,3,67
2236,06/03/27,1260,1150,41,47,19,60
2237,10/06/05,620,570,228,35,42,13
2238,10/11/24,700,640,195,19,31,21
2239,09/11/22,330,300,244,11,7,37
2240,07/01/12,70,70,238,38,16,59
2241,01/08/02,1910,1740,400,41,29,22
2242,09/03/02,1140,1040,391,8,47,40
2243,06/10/14,340,310,182,47,14,58
2244,10/03/25,180,170,93,28,41,11
2245,01/07/01,1560,1420,276,41,6,41
2246,05/01/19,2070,1890,366,1,12,34
2247,03/03/09,780,710,89,17,44,35
2248,08/02/22,160,150,250,28,22,76
2249,01/04/13,380,350,3,30,2,70
2250,02/05/02,500,460,271,37,32,14
2251,02/09/11,1050,960,322,38,20,36
2252,05/01/20,1240,1130,107,32,40,65
2253,09/03/15,1920,1750,226,12,37,16
2254,07/08/16,440,400,44,37,50,74
2255,03/05/01,2200,2000,180,3,10,65
2256,00/01/22,70,70,130,41,10,8
2257,00/11/14,2000,1820,181,26,3,36
2258,08/01/11,2110,1920,106,25,20,44
2259,07/05/26,1870,1700,372,20,4,10
2260,02/09/28,720,660,147,35,38,19
2261,08/12/06,380,350,304,9,15,66
2262,09/01/17,1140,1040,364,4,44,69
2263,06/05/02,1710,1560,390,13,39,6
2264,02/09/19,1400,1280,259,8,30,11
2265,07/10/07,2050,1870,198,6,40,2
2266,03/11/18,2130,1940,327,18,6,65
2267,01/11/05,1430,1300,253,35,37,62
2268,00/10/18,470,430,310,3,15,15
2269,08/10/05,80,80,251,11,14,39
2270,00/04/20,1680,1530,319,18,12,7
2271,08/02/12,1850,1690,174,24,31,70
2272,08/11/25,1450,1320,16,39,41,1
2273,09/08/21,1230,1120,69,26,28,71
2274,03/07/01,180,170,87,35,21,1
2275,08/11/10,250,230,189,15,28,34
2276,01/09/24,1080,990,132,7,25,71
2277,03/03/22,2140,1950,294,14,38,56
2278,09/04/28,1470,1340,325,37,41,29
2279,06/04/23,780,710,157,22,3,45
2280,02/03/16,220,200,23,18,13,46
2281,00/03/17,1940,1770,2,14,26,15
2282,01/12/17,80,80,106,39,6,12
2283,00/09/20,2250,2050,131,2,21,28
2284,01/09/04,560,510,141,23,21,2
2285,03/09/04,230,210,143,24,7,43
2286,04/02/05,970,890,397,29,30,61
2287,06/09/08,90,90,387,43,40,55
2288,01/08/08,2210,2010,377,41,29,15
2289,10/12/25,880,800,383,44,31,34
2290,00/10/03,1040,950,240,11,34,18
2291,02/12/27,60,60,288,48,5,30
2292,09/03/05,1550,1410,400,42,26,64
2293,06/04/28,1940,1770,166,49,24,42
2294,09/09/07,550,500,103,22,6,57
2295,04/07/09,1070,980,95,20,22,29
2296,01/03/22,2280,2080,117,44,39,2
