"MAX(ID)","DATA_PRODUKCJI"
9462,02/07/02
8328,07/10/23
9825,09/08/15
4473,04/03/08
8036,07/06/04
8757,06/05/26
3843,08/07/20
3847,06/07/28
9278,10/06/19
7812,09/03/14
3917,10/10/28
8092,09/02/24
8789,01/12/11
9685,10/04/05
4061,00/01/01
8026,08/03/01
8982,10/04/03
8340,00/10/15
6534,02/08/27
9097,09/01/23
4234,10/11/11
9125,09/03/19
8155,04/03/09
4261,04/07/21
9028,01/07/26
8227,04/11/01
9888,01/03/25
6775,02/09/21
7291,09/12/02
6339,10/11/17
9976,03/05/17
4446,10/07/13
9183,02/10/21
4493,08/11/05
8658,05/08/20
4568,01/01/15
9324,05/02/19
7858,00/02/02
9607,06/10/24
9894,06/01/26
6896,03/07/22
6071,10/01/17
4714,06/05/20
4718,00/11/16
9602,08/06/11
6970,06/01/24
4741,03/02/20
9411,01/08/21
4873,01/06/17
7212,03/11/27
7650,00/12/06
4898,03/02/12
4938,08/01/15
9535,10/04/14
9057,06/01/25
9950,07/03/15
5094,05/01/08
7222,07/07/26
7815,06/05/17
7205,02/05/21
6947,10/08/23
9065,06/04/26
6972,07/05/09
9796,01/08/12
9608,06/01/12
6759,05/12/03
8744,10/04/08
9540,00/09/26
6702,04/04/04
7846,04/09/10
5339,03/01/03
8790,09/03/03
5423,00/06/16
5426,06/10/21
8124,10/09/25
5517,04/01/09
5453,00/07/05
5465,03/12/10
7821,09/08/08
9636,02/12/14
7168,07/09/12
6238,06/12/25
7835,09/05/04
9341,02/04/26
9240,07/11/04
8543,02/12/21
5875,02/07/19
6126,05/02/24
7025,08/02/08
5974,10/12/20
5990,01/09/01
6027,02/08/15
6039,08/05/11
6047,07/11/18
9889,01/02/05
8264,03/03/15
6174,04/03/05
9182,04/07/22
6295,01/07/22
6378,06/08/11
6469,04/03/24
6480,08/03/18
9714,02/01/27
9245,10/07/01
9616,00/07/19
9428,06/03/04
8447,07/09/24
9707,05/08/26
7092,05/10/18
7095,00/11/01
7245,08/07/28
7250,08/04/24
8297,02/01/09
9339,09/05/10
7342,06/04/20
8519,08/10/27
8395,01/12/07
8161,05/07/28
7757,07/03/27
7640,03/08/08
7665,06/05/09
8796,04/10/09
7678,02/04/15
7991,05/07/26
8163,08/01/25
8194,07/01/07
8262,09/03/20
8294,06/12/13
9192,01/02/01
9485,10/03/24
8659,04/10/11
9738,00/06/10
8735,08/05/13
8917,02/09/01
9236,10/08/05
9208,04/10/25
9214,00/11/07
9233,10/04/04
9593,00/06/09
9395,08/09/11
9483,00/01/10
9488,08/07/19
9544,07/04/11
9893,00/08/19
9931,02/05/25
2952,06/01/08
7663,00/03/24
5446,08/10/03
9560,04/07/03
999,07/08/08
8452,03/07/05
8159,04/07/09
4907,05/09/11
9663,09/11/18
7198,06/07/21
7793,06/01/16
9123,08/12/27
4123,09/09/15
570,09/02/22
1354,03/04/16
103,10/09/14
8629,02/04/16
8088,07/12/25
122,07/01/01
8854,02/03/22
8149,01/09/12
6851,03/03/24
8474,10/01/25
6499,04/12/18
2475,01/12/25
5530,09/10/03
193,09/10/14
9670,08/08/09
7762,01/01/11
9433,06/02/11
9303,06/07/17
7929,08/08/28
9831,03/04/19
6002,02/01/14
280,02/08/08
4042,00/02/07
5588,00/02/28
659,08/02/09
790,03/02/25
3763,00/01/09
6918,06/12/16
1323,10/03/07
6005,07/11/15
4022,05/08/03
4836,08/07/23
5681,02/04/25
9181,05/02/11
9581,08/10/22
7714,10/04/23
3866,03/04/23
8986,10/09/07
5915,09/05/22
8711,04/01/02
424,08/03/10
6756,03/10/23
8968,09/01/07
7487,00/02/26
8230,00/01/13
5421,00/08/20
7639,04/01/24
5581,01/11/09
9954,10/09/27
4208,02/08/14
5561,07/11/28
9398,04/01/03
4491,04/06/11
531,05/09/08
5554,07/02/24
3064,08/11/23
9190,09/09/22
9115,07/03/11
2685,03/03/28
6593,06/02/13
1689,01/08/20
9442,06/01/10
2610,06/05/11
9997,01/02/21
8037,09/01/03
2110,02/08/11
4877,10/11/02
7767,10/12/24
798,07/04/22
2512,09/11/05
621,04/08/16
5507,00/07/08
4667,03/06/18
1500,07/04/27
8799,06/06/19
9856,08/08/22
653,04/01/14
8887,01/01/22
2312,03/09/20
7285,02/04/10
7221,05/06/28
2423,01/10/18
7764,07/12/11
9191,07/06/03
745,06/08/17
3908,05/08/02
754,02/12/22
757,09/08/09
758,08/08/06
3432,02/03/20
770,06/11/07
7643,07/08/18
9431,08/08/07
3673,09/11/01
8610,08/12/07
7421,09/04/15
3755,05/07/03
8078,04/12/22
9733,03/07/11
3238,07/12/19
6512,09/11/03
5923,10/07/03
4202,01/04/19
6798,08/06/17
898,00/10/04
3488,07/11/08
6409,02/10/26
7121,08/11/19
957,10/12/21
6837,08/02/04
7461,07/11/12
980,06/08/14
8505,04/10/15
7417,02/12/01
7348,00/10/21
7899,01/09/24
8901,09/05/19
8534,00/05/24
9475,06/12/23
9712,05/02/09
7538,09/06/14
6793,01/10/19
6291,00/07/27
1119,02/06/01
1124,06/06/11
8198,05/09/15
9800,04/01/15
9711,05/12/27
9473,09/01/02
1193,08/03/25
1201,04/09/27
9222,07/08/24
8943,02/11/13
8646,07/02/16
7687,06/01/09
8691,10/09/19
8071,07/12/15
4433,08/03/07
7263,05/10/25
9075,10/06/21
1729,04/11/16
9719,01/10/09
6939,02/01/02
3101,01/01/09
7411,09/01/15
5979,04/11/11
5973,07/12/13
2814,03/08/01
9887,09/08/21
9526,02/05/04
7659,09/02/08
8991,02/11/15
9857,02/06/27
1426,06/02/10
9335,02/10/28
6497,10/10/09
8208,05/08/16
7930,07/02/27
2165,09/07/27
9553,10/09/05
5386,06/10/13
8312,01/05/08
5888,00/01/15
7879,09/01/27
9732,07/01/19
9620,05/09/28
9108,00/11/12
8769,08/01/07
4905,09/01/10
4980,04/12/07
5479,02/11/17
8099,02/03/25
8746,08/05/28
8117,09/06/03
6063,02/08/06
8089,03/04/27
8546,05/10/28
9811,01/06/18
6390,02/03/28
8176,02/03/11
1738,10/03/17
8257,09/07/10
5665,07/06/09
4785,04/03/27
9405,10/05/04
9777,07/09/08
9921,07/05/17
9096,10/03/04
7533,05/05/09
9211,08/11/16
8895,08/12/06
9249,02/06/12
9765,01/05/25
8665,06/07/19
9165,00/08/26
5246,00/12/28
7634,09/02/18
1946,01/07/13
9538,02/04/27
6986,08/06/18
9648,07/03/07
9609,03/12/08
6505,01/05/17
7103,10/06/08
8833,05/03/08
9497,04/04/28
9634,02/05/22
6590,10/05/16
9936,07/07/17
2118,02/12/04
9358,07/11/24
6796,05/08/22
6475,02/11/27
4926,09/04/21
8875,05/07/18
5209,04/08/11
6797,02/08/04
2957,04/01/13
2220,05/11/22
9743,02/03/16
7789,08/11/24
7895,08/04/01
2310,01/05/11
2319,10/02/16
5912,00/11/15
3078,10/04/02
5129,05/02/28
9354,02/11/07
9009,01/06/27
2388,01/03/19
9744,08/08/23
9273,05/01/24
7505,10/06/03
2429,06/05/27
8872,08/10/12
5349,04/08/21
9805,00/07/02
7961,10/11/06
9998,04/09/01
5459,01/10/07
9416,05/05/25
6847,06/10/18
8507,07/07/05
9468,01/03/27
6619,02/10/14
2591,03/12/07
8570,04/08/24
5539,06/12/12
9309,05/03/06
9253,06/02/01
9873,10/09/09
2812,07/03/24
7143,10/05/02
3491,02/03/02
8616,04/11/08
2794,10/06/12
3956,10/08/17
9672,01/10/25
5387,03/01/04
8587,06/05/13
6324,10/10/27
7491,08/09/04
8430,08/10/06
9898,10/01/20
4230,00/12/25
7959,00/09/13
9758,10/06/20
8680,06/10/16
8874,02/11/22
9314,03/02/05
4400,07/04/28
8426,08/03/23
9107,07/11/14
3029,04/06/08
7939,07/06/23
3072,00/08/21
5956,07/09/23
5986,06/08/09
9666,01/03/11
6823,10/09/24
9401,04/08/22
7013,10/04/26
6468,07/01/14
9014,01/05/06
8173,07/01/09
7998,07/09/19
9629,00/09/06
9846,00/03/22
6695,06/08/02
6859,00/09/28
4021,07/09/16
7811,07/11/20
3451,08/02/24
7552,02/07/01
3467,09/12/05
5185,10/06/10
5340,08/11/04
8829,00/11/28
8284,10/05/01
5318,01/01/04
6410,01/09/17
3711,02/11/21
9276,06/10/05
3796,05/01/26
6014,09/09/10
4607,07/12/10
5131,05/12/28
9352,08/08/20
8059,04/12/05
5608,00/11/13
8495,03/10/02
8903,06/01/17
7801,00/02/15
4001,02/09/27
8904,06/10/19
5874,00/03/26
6723,09/03/27
4082,04/12/09
4107,02/02/03
4119,10/07/23
4137,02/10/02
6934,07/03/25
5411,06/01/20
7713,10/09/02
7887,02/06/28
4196,05/06/27
6663,01/05/20
4337,07/03/09
6366,09/12/19
9668,02/11/11
5152,02/12/05
9166,01/08/03
4581,09/04/27
8803,06/02/03
5277,04/09/25
9780,09/08/05
9578,06/08/22
7107,00/02/03
4716,06/11/15
6305,01/09/05
6329,10/12/12
8877,04/01/18
6087,00/08/04
5858,08/04/11
9626,10/01/01
8645,04/08/15
7910,10/08/07
5014,07/07/12
5112,05/08/08
9026,08/12/09
8378,06/05/16
6086,07/06/16
5296,00/10/24
5919,01/10/20
9832,10/02/19
9720,08/08/13
5408,02/11/25
6180,06/02/23
9819,07/05/06
9234,02/07/23
5617,10/01/14
7798,08/08/25
8098,04/09/21
9661,10/10/06
6528,05/05/06
5766,03/11/04
5860,02/03/01
7303,01/07/04
9802,01/04/11
6009,04/12/11
9320,01/12/15
7309,08/09/25
9704,06/12/17
7570,07/04/16
9029,04/08/14
9835,10/02/25
6383,07/11/11
9947,06/08/08
6584,06/05/21
7441,10/11/21
7968,00/01/19
7475,00/08/02
6708,01/04/18
6960,01/07/16
7049,08/11/12
8953,06/04/16
8624,02/01/17
9866,09/11/25
8677,00/08/22
8414,00/05/23
7565,09/07/16
7589,05/08/24
9978,08/06/22
8655,09/10/11
7912,05/07/27
8030,05/05/01
8044,08/02/05
8075,07/05/18
8220,00/04/13
9787,05/03/28
9285,02/10/01
8269,01/03/16
8402,04/08/20
8622,00/12/15
8632,03/05/18
8675,05/02/15
9318,10/09/28
8817,08/04/02
8837,06/07/20
9583,09/05/12
8966,10/10/04
9418,04/05/24
9447,10/01/22
9529,07/12/08
9548,02/06/02
9551,01/12/05
9555,01/01/25
9579,02/02/16
9914,07/06/11
9922,00/05/20
9618,06/04/08
9862,03/12/15
3452,07/03/14
8634,09/01/09
7445,02/09/10
8752,02/12/03
3662,02/06/20
4566,02/05/08
9815,09/04/28
9753,07/04/01
5709,05/08/01
9500,01/05/18
8006,09/06/01
9090,00/10/13
9983,02/11/23
8993,00/06/12
9697,06/02/06
4006,07/05/15
9767,10/02/04
2537,03/04/20
9184,10/08/13
8524,04/01/16
6394,03/06/09
9982,06/11/24
9854,05/09/04
6901,04/06/26
8935,06/07/27
5394,09/05/26
8285,01/07/21
4226,00/08/13
6072,07/04/24
7002,05/07/14
330,06/06/27
3518,07/08/21
7700,04/11/18
9498,04/12/19
9143,03/05/02
6421,02/01/03
351,05/05/05
2805,00/05/02
6004,06/04/10
818,04/04/09
9092,03/10/03
7635,06/07/14
5303,06/12/08
5116,00/07/28
7068,09/11/16
7277,03/11/18
408,08/03/11
8438,04/01/21
2969,06/07/05
2599,10/08/12
9822,09/09/19
6642,09/06/12
9795,08/09/23
9331,00/11/06
475,00/02/27
3923,06/06/07
9824,08/07/21
8024,08/08/11
9604,04/08/06
1307,00/10/02
7911,02/09/23
5591,04/01/26
725,06/02/25
3881,07/02/25
8662,09/10/06
6162,06/01/22
9225,09/01/13
1967,09/09/13
635,01/06/10
7885,07/02/01
9093,04/06/25
9469,00/05/01
8670,04/03/10
7081,06/04/27
9558,09/09/27
8762,01/02/12
8674,04/02/13
8772,09/02/20
2028,02/01/16
4091,08/05/12
9970,08/10/04
9641,06/07/18
1139,01/04/10
5106,05/06/23
6374,10/02/09
6393,01/08/28
8384,01/08/07
6346,01/12/18
7839,02/10/27
7872,06/05/12
7718,09/01/04
2999,03/11/23
6196,01/07/09
874,10/08/28
7431,02/11/28
2569,03/08/09
6271,07/07/03
1958,01/06/04
911,01/04/25
9148,09/06/18
8886,06/12/24
9952,04/07/28
8703,08/07/18
938,04/06/22
6874,02/04/22
7223,07/03/13
1015,10/10/13
9868,08/09/05
9231,08/10/10
5460,06/02/19
2159,05/07/13
8710,05/12/01
4172,05/04/24
4466,10/07/14
9762,10/04/07
9124,03/06/26
7731,02/05/28
1165,06/12/03
9239,09/10/20
9103,01/03/18
1217,02/04/01
7799,09/02/01
5118,04/09/15
8697,08/09/22
8838,00/05/14
9878,00/07/04
7087,02/08/05
8415,06/05/03
8364,05/06/01
6109,01/01/14
2522,04/06/13
4987,07/08/02
6102,01/11/11
8102,07/04/23
8896,10/10/15
8692,05/06/11
8521,06/04/22
9569,10/08/02
5811,08/02/07
6991,01/02/10
3699,01/02/14
6958,10/01/09
9690,03/01/01
8739,05/08/19
6710,04/04/12
9783,06/11/02
1578,02/11/14
3327,07/07/23
4053,02/02/20
9185,06/07/26
7820,05/04/17
6252,06/12/09
6876,07/01/27
1925,04/05/06
8449,08/12/24
8581,09/09/28
6214,10/09/17
8274,10/01/23
7931,05/10/24
6765,05/07/21
4369,06/03/09
9676,00/02/08
8863,10/12/04
5064,10/11/09
8617,00/07/01
1804,00/04/14
8442,00/06/26
9467,06/07/01
9196,03/03/08
7099,10/04/24
8167,01/09/11
9346,07/12/22
7007,07/03/17
6782,07/06/14
6463,09/09/23
8068,06/02/24
9379,09/05/09
9793,05/11/28
8270,00/02/23
1936,01/07/23
8367,05/03/11
9088,02/09/02
9424,09/01/17
9323,02/05/14
7783,05/10/23
8471,04/06/21
9155,05/07/16
9545,01/12/04
9082,10/07/21
9586,02/06/10
6342,07/12/18
2185,08/05/17
6911,06/10/10
10000,02/01/23
9215,09/08/17
9167,05/11/02
2236,06/03/27
7728,03/03/09
9267,02/05/02
5265,00/03/17
9773,10/09/13
7490,04/02/06
8518,05/01/03
6386,04/02/08
7065,09/02/06
8399,09/12/10
8151,03/12/23
8357,00/08/18
7265,09/07/11
6268,01/10/14
8126,05/08/13
3554,04/10/28
2442,05/01/22
3408,10/01/19
2504,07/08/13
2520,05/07/05
9949,03/07/06
4650,07/01/03
5395,00/05/11
5605,09/02/17
9223,05/03/07
2571,08/09/26
8201,10/10/26
9013,03/01/06
2607,03/09/21
2608,05/03/25
7140,02/06/07
5195,05/01/23
2644,08/03/15
9127,04/04/24
9209,00/03/06
9833,09/10/27
6285,05/10/07
9807,04/11/12
9934,07/12/03
8852,03/11/11
4105,09/12/16
9205,03/07/16
6732,09/04/10
7473,00/09/17
9179,04/06/28
8884,01/06/06
8337,03/08/11
6181,06/02/12
8774,04/11/02
9292,09/03/04
8199,03/05/15
9409,09/10/08
6696,04/06/15
8081,09/01/05
3227,04/03/01
3482,04/04/18
3269,01/07/24
3317,08/04/03
6653,03/07/14
8880,07/07/13
9644,05/05/19
3402,07/12/14
6594,10/06/25
4711,02/11/08
8687,08/01/24
4550,04/12/08
9827,01/10/21
7674,01/07/06
4839,00/08/05
6106,02/10/04
9410,03/05/26
3555,02/04/24
8043,00/08/03
8160,00/07/18
3636,09/08/18
3651,10/07/11
5111,01/11/17
9158,06/04/03
4198,08/02/13
7723,01/12/14
7679,00/02/01
5422,04/10/24
6950,09/02/16
8770,10/10/11
8321,01/05/15
7247,00/03/09
7966,03/08/24
8560,04/01/08
9875,07/12/02
5257,00/10/11
7162,00/11/02
6886,03/09/23
6232,03/01/08
9356,00/11/25
3999,05/02/23
9828,06/08/23
5859,05/12/13
5292,09/12/06
6773,09/02/07
9336,03/05/23
8575,00/04/15
7709,06/08/27
9032,01/02/07
9157,09/07/28
8918,05/11/08
7452,04/02/10
6133,04/11/26
8234,04/02/02
9173,09/05/25
9299,01/05/27
8454,05/07/22
8308,10/09/23
7664,02/04/20
9610,00/05/28
6020,10/11/01
8001,01/12/12
7915,00/11/10
8396,07/02/23
9964,03/08/10
4512,04/08/26
4585,01/07/05
8375,02/12/15
7925,08/09/20
9772,04/12/02
8813,05/10/21
4805,04/07/20
6780,03/03/07
4939,05/04/28
8631,00/03/28
7105,03/01/18
5062,08/11/09
8137,07/07/01
5100,08/12/14
9784,05/04/20
5226,05/01/10
9306,00/02/25
5346,09/03/13
9247,01/11/27
5390,07/04/09
6669,10/01/27
9995,01/06/20
8578,08/04/04
8288,02/07/12
8756,04/02/19
5502,03/02/15
9386,09/01/26
7034,08/02/23
5819,05/07/04
5560,00/08/10
9748,04/06/01
8930,02/02/02
7928,00/04/26
5602,04/08/10
9315,08/05/14
6096,01/08/15
8737,10/07/18
7707,08/01/19
7686,10/11/23
5920,00/09/25
5938,03/07/23
9994,10/12/11
7980,04/05/20
9054,06/05/19
7082,06/06/06
6858,00/07/09
9055,06/11/21
6701,00/12/16
9112,07/01/18
9359,04/05/05
6399,09/02/03
6406,03/01/26
9041,01/02/04
7730,06/11/01
6560,01/04/02
6624,05/06/02
6672,02/01/10
9899,07/12/16
6758,09/10/15
8054,10/07/09
6824,03/01/22
9910,02/05/09
6971,07/11/09
7011,06/09/14
8574,10/10/03
9705,10/03/13
7249,03/11/09
8035,08/05/09
7316,07/10/14
7396,09/02/14
7453,06/10/03
8600,03/05/20
7591,03/11/16
7616,07/12/20
9265,01/06/23
7703,10/07/08
7823,06/10/25
7719,07/10/09
8738,09/08/07
7851,00/04/03
7904,09/04/08
7955,08/03/24
7993,07/05/02
9243,02/05/05
8569,06/11/06
8150,01/11/24
8191,07/03/23
9520,05/07/19
8197,09/12/01
8528,03/06/17
8559,09/10/01
9804,05/05/11
9706,02/01/13
8676,04/08/03
8725,03/04/26
8822,01/08/25
9466,02/06/16
8909,09/12/25
8962,01/08/22
9038,10/03/27
9047,04/05/14
9052,02/09/09
9056,09/04/05
9150,00/04/07
9242,07/10/22
9300,07/05/23
9344,04/10/02
9419,09/08/14
9957,08/01/09
9821,02/02/27
9562,03/08/22
9713,00/04/16
9751,09/03/11
5782,02/02/24
4658,06/03/13
9046,04/05/09
5136,00/05/17
78,03/10/10
4917,07/08/11
89,02/09/12
9131,02/02/04
8858,09/07/12
512,08/06/25
5739,10/11/12
8334,08/02/17
7583,00/03/11
9701,01/08/27
6943,03/04/25
9852,00/09/24
9658,07/04/06
7243,05/12/10
9763,00/01/11
9070,06/10/27
3325,08/02/18
181,01/10/10
9156,05/05/23
9277,06/04/21
9766,02/01/21
8764,04/05/13
2875,04/12/12
9470,03/11/02
6735,08/04/27
9860,10/03/08
6729,02/04/17
7717,02/01/11
3058,10/05/20
300,00/08/07
305,03/04/22
8946,07/01/04
4786,00/09/01
8327,00/06/28
9530,06/11/27
375,00/06/08
8841,05/10/06
3481,07/08/26
9368,07/05/14
3614,08/03/19
8625,03/08/18
7183,07/11/06
947,05/10/19
1540,03/12/28
9186,06/03/25
3853,02/09/11
6489,09/12/07
9347,05/08/15
7137,04/07/24
8628,09/06/08
8538,10/10/02
8125,05/01/09
554,00/10/20
9311,00/09/21
9519,03/09/08
9168,02/08/13
4465,09/04/13
2985,02/02/05
9142,03/05/24
7979,10/09/12
3975,03/02/16
8188,04/02/25
1034,08/10/08
6819,08/04/22
5802,07/05/28
8899,07/08/16
6508,03/01/09
8850,09/04/09
9230,02/09/16
9818,06/06/23
9415,01/10/24
9089,09/12/21
9813,10/02/15
9463,05/08/14
9901,09/10/16
8131,06/03/02
4190,02/01/22
7690,00/02/13
3169,03/09/10
7046,00/06/21
9018,01/03/02
7652,05/09/25
1900,03/10/14
4331,04/09/19
8258,02/03/13
2909,07/03/18
3761,03/10/11
8052,04/12/13
9845,05/01/18
8222,03/01/20
9588,09/05/18
7147,03/08/15
8385,01/02/03
9565,10/09/01
6978,09/03/12
9550,09/10/13
9928,00/03/13
7423,01/07/25
4158,04/11/21
3835,06/04/15
908,06/04/24
9847,07/11/27
8162,02/03/19
8237,06/04/05
8292,03/03/02
5635,10/10/20
8008,08/05/23
3443,09/05/16
9187,09/08/02
9864,03/06/16
3772,07/08/14
1007,08/10/07
7070,04/09/09
7401,07/06/13
5570,06/08/03
6694,04/04/22
7657,04/10/18
9615,01/08/01
9372,03/01/23
9203,08/07/06
5909,00/09/04
7545,05/10/26
7042,01/09/23
9595,10/01/28
8066,09/05/07
8400,02/11/03
2024,00/05/06
8801,09/01/14
8177,01/10/28
4642,03/10/24
9929,01/07/03
9133,05/09/21
1196,03/06/06
9533,10/09/03
1205,02/01/18
8983,10/02/27
1815,02/10/16
1251,07/01/20
6260,01/08/14
6448,06/02/16
3466,02/04/19
7470,01/11/20
9042,00/01/20
1349,09/08/20
6997,04/12/06
9297,04/09/08
7776,06/04/12
9439,02/08/24
7256,04/08/13
7267,05/02/16
9797,04/05/26
1440,03/04/17
9900,00/12/13
1487,00/03/01
8905,08/09/07
8489,05/09/18
9509,04/08/07
9913,06/03/22
6518,03/10/13
9388,03/10/09
6408,06/01/15
8108,00/09/19
6035,06/11/05
6938,05/08/18
9317,06/07/23
2314,01/08/18
1644,07/11/19
9518,07/05/07
8425,08/11/13
5629,09/04/23
9691,03/11/19
7360,06/06/15
4699,05/10/05
6580,05/02/20
9991,05/10/01
9935,08/06/12
6833,03/08/03
9829,05/10/08
6052,09/12/17
3290,04/09/16
7671,02/11/05
7129,10/11/04
4242,01/08/26
2679,00/10/28
9870,04/03/17
9414,05/12/22
2085,07/09/02
1928,02/06/06
9789,00/11/21
6286,07/11/22
6832,04/06/27
5964,03/07/01
5595,08/02/06
8816,00/12/12
6114,03/06/24
8228,08/05/16
9010,04/06/14
2047,03/03/06
7871,10/10/25
3867,03/01/02
5050,08/11/11
3985,06/09/11
8773,00/08/01
9624,09/10/22
9956,06/10/28
8045,07/02/28
9237,03/08/17
2156,04/05/12
2176,09/06/15
8845,04/04/20
9116,10/06/05
4303,09/03/02
9962,01/07/01
8300,00/11/14
9251,01/01/20
8910,00/08/16
9897,06/06/18
2902,07/12/23
8948,01/02/13
8797,03/05/10
4678,08/07/01
2386,03/01/21
6439,05/02/22
8063,08/12/08
9909,06/04/18
7597,00/10/26
5724,08/03/05
7658,02/03/27
8568,02/04/12
2609,07/12/06
8392,01/05/23
6862,01/05/14
3002,05/12/05
6994,01/07/27
9993,02/07/14
9638,01/05/07
9360,05/02/07
9867,00/12/14
3696,08/08/27
3372,07/12/01
9422,08/08/01
6966,10/10/05
6754,09/03/10
5126,08/05/06
8547,05/05/28
9598,05/09/01
9734,10/08/01
2770,09/11/14
7159,05/01/05
5716,06/07/25
8798,08/02/21
2829,09/02/26
9858,09/04/12
5272,09/02/09
6046,04/11/27
3544,03/01/13
7063,04/10/20
9484,03/07/08
8825,06/06/21
9741,04/09/18
3440,06/03/10
3746,03/12/14
8283,06/09/06
9850,09/05/20
3076,04/03/23
6067,08/09/06
7173,00/08/28
7365,01/05/04
8847,06/01/01
3098,05/01/17
7603,05/07/09
4849,04/04/21
9534,02/10/06
3144,10/02/17
9224,01/05/26
9111,01/09/10
9549,00/06/20
3288,06/11/08
7335,00/04/24
3344,07/03/02
3345,01/09/02
7771,05/05/03
6632,01/07/14
7433,09/01/22
3514,09/09/25
3547,04/04/15
3549,07/01/08
8705,07/11/26
9683,10/02/21
9147,02/04/06
8165,02/06/25
8572,07/09/28
6441,01/10/06
5676,06/08/19
9370,07/03/20
3658,00/06/24
6562,06/09/13
9656,01/09/26
4428,08/09/01
7698,01/11/01
7493,06/10/11
7497,06/12/11
8422,00/09/03
9640,03/06/12
9968,01/03/09
8959,03/09/19
9002,10/06/07
6607,04/09/03
4131,03/11/26
4364,02/12/16
4670,03/09/14
4692,02/04/09
9345,08/11/26
8643,09/08/13
9255,02/01/06
9373,04/07/12
5743,05/01/15
5350,00/03/23
8787,05/10/22
4388,01/04/01
7185,02/07/24
8855,05/01/11
4508,05/01/02
6016,09/04/06
8359,10/04/22
5508,01/06/12
9684,01/06/14
8723,07/06/21
8473,04/05/08
7307,00/07/20
5473,06/03/16
7688,10/01/21
8635,04/05/11
8800,01/04/23
6840,02/04/03
9476,01/06/05
5227,00/06/17
5249,06/11/22
9259,05/08/11
5319,00/05/19
8740,07/10/28
5362,00/10/16
5379,09/05/01
8183,05/03/14
5486,00/02/18
5543,06/03/17
5553,06/10/08
8775,03/08/16
5619,05/10/04
9492,08/07/27
7681,06/11/11
5790,09/10/24
5755,05/09/03
6967,09/04/14
7483,03/05/08
5841,10/10/12
5864,05/07/25
7561,00/03/03
6057,05/10/09
6190,10/05/21
9397,06/01/14
7167,10/01/05
6579,04/05/18
9786,02/09/20
6289,01/01/03
9218,04/05/10
6811,05/07/23
6547,03/11/21
6587,04/01/01
8784,09/05/21
6880,07/01/28
6705,02/08/01
6804,05/09/02
8699,05/06/18
7697,07/02/15
9552,10/05/13
6887,05/05/13
6893,10/06/22
6915,04/03/14
6957,09/09/03
6979,07/11/05
7345,10/06/02
7015,09/02/02
9188,06/09/22
9025,02/09/03
9060,08/04/05
7271,10/12/06
8727,08/08/02
9884,08/07/11
9926,10/12/28
7513,03/05/22
7527,06/11/18
7737,03/05/13
7880,08/05/27
8236,06/08/24
9207,02/05/07
8029,02/10/25
7882,03/04/09
9527,07/08/07
7992,02/07/28
7981,09/07/19
9930,06/01/06
8814,06/06/16
8465,08/08/24
8660,02/07/13
8348,05/02/25
8510,10/12/08
9537,05/08/12
8712,03/06/07
9163,08/04/13
9817,06/02/14
9064,01/07/11
9327,07/07/24
9340,02/03/12
9367,03/08/26
9375,02/03/06
9381,00/01/14
9687,07/11/10
9731,08/12/21
9848,04/03/19
9855,05/04/07
7621,01/03/15
4814,00/10/18
7936,08/05/19
8490,09/02/15
9033,04/01/04
8848,08/09/14
1945,10/05/07
5791,02/08/22
8810,10/08/03
2787,05/07/06
7077,00/04/01
8323,06/05/05
6197,09/07/08
8591,02/03/24
9736,02/11/10
9974,03/07/03
9262,01/01/24
5998,01/02/16
7375,01/09/08
1071,04/01/10
9785,01/04/04
6959,10/01/12
8315,02/08/17
6992,03/09/27
194,08/08/21
1799,00/06/03
2674,02/09/24
8145,05/01/20
9238,07/03/05
8843,01/01/08
9980,06/09/03
8004,05/04/06
8039,01/04/15
6998,01/02/27
5438,03/09/15
7704,03/07/13
1688,03/11/06
7451,00/08/12
8708,07/04/10
452,07/11/17
6107,03/02/19
6900,04/12/17
6931,05/03/19
8190,06/09/17
7146,10/02/11
4781,09/07/13
2103,04/05/28
3944,05/06/26
7684,07/09/05
9434,07/03/16
7023,00/04/10
8410,05/08/04
7094,03/11/28
8504,10/07/26
4646,06/01/18
8057,03/01/10
8994,06/08/20
5824,00/01/25
9920,03/04/13
8922,00/12/18
3905,03/12/21
9034,05/02/17
9325,02/12/28
6616,09/11/09
9482,01/08/05
7680,01/08/10
6202,01/07/10
6010,06/03/24
6539,09/04/11
6462,03/08/25
8390,04/12/25
9861,02/06/08
9174,06/05/06
9016,06/01/28
1918,08/06/03
5966,02/12/10
3961,07/10/16
4984,05/06/25
8672,00/05/21
628,10/12/27
7175,06/08/16
7997,05/07/24
6187,09/08/01
6290,02/07/22
7987,04/02/03
9319,01/12/24
9400,03/08/06
6127,07/09/15
2149,04/09/26
4127,00/04/27
739,00/10/23
8618,07/12/21
9966,06/04/07
771,02/10/22
7201,04/09/20
1090,06/02/27
3552,02/03/18
7829,09/08/24
9559,06/10/20
8467,06/06/17
2660,06/07/11
3264,05/01/28
901,00/11/20
9504,08/06/05
2888,02/05/03
9228,02/12/26
6944,07/03/01
7550,01/10/03
8526,03/04/14
8451,07/05/21
9660,00/12/01
7531,01/01/10
8768,04/02/21
9008,08/09/27
2856,07/02/11
6266,04/07/23
9696,03/10/01
7612,02/12/02
7825,10/10/01
9316,10/11/03
7746,01/09/04
9646,00/07/14
2960,10/10/23
5366,00/05/03
8653,00/07/12
