"ID","ID_ODDZIAL","ID_PRACOWNIK","ID_KLIENT","ID_DATA_PRODUKCJI","ID_PRODUCENT","ID_DATA_SPRZEDAZY","MIASTO_KLIENTA","MIASTO_SPRZEDAZY","RODZAJ_INSTRUMENTU","PLATNOSC","NAZWA_INSTRUMENTU","NUMER_ZAMOWIENIA","CENA","KOSZT"
1717,14,14,26,8509,18,28,"Poznań","Toruń","Regionalne smyczkowe","BNP Parbias Przelew","Basetla",28,930,850
1718,6,6,44,9232,2,180,"Włocławek","Gdańsk","Dęte blaszane","TMUB Przelew","Róg (Waltornia)",180,770,700
1719,4,4,31,3488,20,206,"�?ódź","Tychy","Strunowe Szarpane","Citi Handlowy Przelew","Gitara Basowa",206,810,740
1720,25,25,34,8496,20,69,"Lublin","Katowice","Regionalne smyczkowe","Alior Bank Przelew","Basetla",69,1330,1210
1721,1,1,8,6109,25,391,"Gliwice","Zabrze","Dawne smyczkowe","Plus Bank Przelew","Skrzypki Renesansowe",391,1290,1180
1722,4,4,30,2327,24,230,"Płock","Tychy","Dęte blaszane","Gotówka","Suzafon",230,120,110
1723,9,9,40,6765,2,130,"Zabrze","Gdańsk","Strunowe Szarpane","Gotówka","Banjo",130,70,70
1724,31,31,44,6752,14,32,"Włocławek","Kalisz","Strunowe Szarpane","Plus Bank Przelew","Tar",32,1340,1220
1725,31,31,13,5638,8,310,"Lublin","Kalisz","Perkusyjne inne","Euro Bank Blik","Terkotka ",310,450,410
1726,13,13,4,8256,36,395,"Wałbrzych","Częstochowa","Perkusyjne sztabkowe drewniane","Banek Pekao Przelew","Marimba",395,570,520
1727,10,10,10,7964,7,171,"Tychy","Bydgoszcz","Regionalne smyczkowe","Plus Bank Blik","Gęśle",171,170,160
1728,3,3,4,8112,33,97,"Wałbrzych","�?ódź","Perkusyjne metalowe","BOŚ Przelew","Wibrafon",97,520,480
1729,33,33,29,1729,44,267,"Toruń","Kalisz","Dęte drewniane","Plus Bank Blik","Flet Prosty",267,2120,1930
1730,16,16,30,4011,27,57,"Płock","Białystok","Uderzane","Santander BP Przelew","Klawikord",57,1920,1750
1731,25,25,15,1731,17,238,"Radom","Katowice","Perkusyjne inne","BNP Parbias Przelew","Pudełka Akustyczne",238,160,150
1732,40,40,7,9132,11,157,"Szczecin","Gliwice","Regionalne smyczkowe","Banek Pekao Przelew","Gęśle",157,1400,1280
1733,4,4,23,9860,10,92,"Radom","Tychy","Strunowe Szarpane","Bank pocztowy Przelew","Shamisen",92,1150,1050
1734,47,47,9,7465,30,196,"Bydgoszcz","Włocławek","Strunowe Szarpane","Santander BP Przelew","Tar",196,190,180
1735,19,19,20,6628,20,94,"Lublin","Poznań","Dęte blaszane","Gotówka","Trąbka Sygnałowa",94,2150,1960
1736,17,17,8,8082,27,295,"Gliwice","Radom","Dawne smyczkowe","Getin Noble Bank Przelew","Viola deamore",295,1540,1400
1737,34,34,7,9618,34,60,"Szczecin","Szczecin","Strunowe Szarpane","Bank pocztowy Przelew","Gitara Basowa",60,390,360
1738,11,11,30,1738,37,334,"Płock","Kalisz","Strunowe Szarpane","Plus Bank Przelew","Kobza",334,1400,1280
1739,14,14,2,1739,42,159,"Wrocław","Toruń","Dęte drewniane","mBank Blik","Flet Prosty",159,1980,1800
1740,14,14,43,4369,43,307,"Kalisz","Toruń","Dęte drewniane","PKO BP Blik","Flet Poprzeczny",307,1800,1640
1741,34,34,44,3055,8,208,"Włocławek","Szczecin","Strunowe Szarpane","Euro Bank Blik","Bandżola",208,1120,1020
1742,1,1,16,3169,20,173,"Bytom","Zabrze","Klasyczne smyczkowe","Citi Handlowy Przelew","Altówka",173,810,740
1743,38,38,30,8620,2,230,"Płock","Toruń","Dęte blaszane","Gotówka","Sakshorn",230,1320,1200
1744,16,16,20,5254,2,325,"Lublin","Białystok","Dęte blaszane","ING Bank Śląski Przelew","Trąbka",325,1900,1730
1745,30,30,46,4699,33,202,"Wrocław","Toruń","Strunowe Szarpane","Bank Millenium Przelew","Banjo",202,900,820
1746,30,30,35,7411,3,68,"Elbląg","Toruń","Uderzane","PKO BP Przelew","Cymbały",68,610,560
1747,4,4,11,4781,9,22,"Szczecin","Tychy","Dęte drewniane","Bank Millenium Przelew","Klarnet",22,720,660
1748,49,49,16,9149,47,338,"Bytom","Gdynia","Perkusyjne metalowe","Euro Bank Przelew","Dzwonki",338,2160,1970
1749,43,43,4,8257,31,80,"Wałbrzych","Kraków","Dęte drewniane","TMUB Blik","Obój",80,1540,1400
1750,21,21,50,6497,39,104,"Chorzów","Bytom","Perkusyjne metalowe","Plus Bank Przelew","Wibrafon",104,40,40
1751,21,21,30,9676,22,339,"Płock","Bytom","Dawne smyczkowe","Euro Bank Blik","Rebec",339,1250,1140
1752,26,26,16,6991,34,221,"Bytom","Gorzów Wielkopolski","Strunowe Szarpane","BOŚ Przelew","Kobza",221,1540,1400
1753,49,49,27,9776,6,390,"Radom","Gdynia","Strunowe Szarpane","Santander BP Blik","Shamisen",390,1710,1560
1754,21,21,35,3064,22,235,"Elbląg","Bytom","Perkusyjne membranowe","Citi Handlowy Przelew","Kotły ",235,450,410
1755,40,40,49,6580,5,161,"Sosnowiec","Gliwice","Uderzane","TMUB Blik","Klawikord",161,1900,1730
1756,27,27,25,4797,32,315,"Lublin","Zielona Góra","Perkusyjne metalowe","Euro Bank Przelew","Czelestra",315,1130,1030
1757,11,11,17,7964,46,126,"Rzeszów","Kalisz","Uderzane","BNP Parbias Blik","Keyboard ",126,1720,1570
1758,3,3,4,9991,20,99,"Wałbrzych","�?ódź","Klasyczne smyczkowe","Alior Bank Przelew","Kontrabas",99,1670,1520
1759,42,42,32,8209,45,293,"Poznań","Zielona Góra","Dęte blaszane","Banek Pekao Blik","Sakshorn",293,50,50
1760,37,37,3,7602,4,318,"Wałbrzych","Płock","Strunowe Szarpane","PKO BP Blik","Tar",318,1850,1690
1761,5,5,44,9935,33,270,"Włocławek","Tarnów","Dęte blaszane","PKO BP Przelew","Trąbka Sygnałowa",270,130,120
1762,2,2,33,3283,18,100,"Zabrze","Wałbrzych","Dęte drewniane","Bank Millenium Blik","Flet Poprzeczny",100,890,810
1763,45,45,37,5665,37,210,"Sosnowiec","Częstochowa","Dęte blaszane","Gotówka","Trąbka",210,2250,2050
1764,32,32,3,7776,39,12,"Wałbrzych","Kalisz","Dęte blaszane","BOŚ Blik","Sakshorn",12,150,140
1765,17,17,25,4785,27,233,"Lublin","Radom","Dęte blaszane","Plus Bank Przelew","Tuba",233,1150,1050
1766,43,43,36,1766,27,288,"Kalisz","Kraków","Strunowe Szarpane","mBank Przelew","Bałałajka",288,850,780
1767,6,6,36,9454,47,252,"Kalisz","Gdańsk","Dęte blaszane","Santander BP Przelew","Trąbka",252,1920,1750
1768,22,22,35,4160,49,216,"Elbląg","Koszalin","Elektryczne smyczkowe","ING Bank Śląski Przelew","Altówka Elektryczna",216,1380,1260
1769,6,6,23,5969,46,355,"Radom","Gdańsk","Dęte klawiszowe","Getin Noble Bank Przelew","Organy",355,240,220
1770,6,6,15,9266,12,237,"Radom","Gdańsk","Dęte blaszane","Credit Agricole Blik","Kornet",237,1170,1070
1771,9,9,14,7356,4,56,"Kielce","Gdańsk","Uderzane","TMUB Blik","Pianino",56,2180,1990
1772,10,10,45,1886,23,167,"Poznań","Bydgoszcz","Uderzane","mBank Blik","Klawikord",167,2150,1960
1773,38,38,21,9471,4,33,"Bydgoszcz","Toruń","Perkusyjne metalowe","Banek Pekao Przelew","Czelestra",33,590,540
1774,12,12,13,8788,43,46,"Lublin","Poznań","Perkusyjne inne","TMUB Przelew","Pudełka Akustyczne",46,1590,1450
1775,27,27,12,5354,47,296,"Lublin","Zielona Góra","Dęte blaszane","Santander BP Blik","Puzon",296,720,660
1776,49,49,17,9405,6,284,"Rzeszów","Gdynia","Strunowe Szarpane","mBank Przelew","Bandżola",284,1940,1770
1777,49,49,42,8749,27,278,"Częstochowa","Gdynia","Strunowe Szarpane","PKO BP Przelew","Cytra",278,1040,950
1778,17,17,1,8176,33,248,"Ruda Śląska","Radom","Perkusyjne inne","Bank Millenium Przelew","Klekotka",248,2100,1910
1779,19,19,34,6833,6,163,"Lublin","Poznań","Strunowe Szarpane","TMUB Przelew","Klawesyn",163,1650,1500
1780,2,2,10,1780,28,203,"Tychy","Wałbrzych","Perkusyjne metalowe","BOŚ Blik","Wibrafon",203,1700,1550
1781,30,30,9,6346,21,70,"Bydgoszcz","Toruń","Dawne smyczkowe","Bank pocztowy Przelew","Viola da Gamba",70,2140,1950
1782,30,30,24,8863,33,253,"Radom","Toruń","Strunowe Szarpane","Credit Agricole Blik","Gitara Klasyczna",253,1680,1530
1783,38,38,34,5064,18,42,"Lublin","Toruń","Dęte drewniane","Getin Noble Bank Przelew","Flet Prosty",42,1870,1700
1784,36,36,12,9844,44,296,"Lublin","Białystok","Uderzane","Santander BP Blik","Cymbały",296,500,460
1785,8,8,42,8887,20,278,"Częstochowa","Białystok","Dęte klawiszowe","PKO BP Przelew","Organy",278,580,530
1786,11,11,1,9062,21,131,"Ruda Śląska","Kalisz","Strunowe Szarpane","Credit Agricole Blik","Koto",131,30,30
1787,16,16,4,9627,22,99,"Wałbrzych","Białystok","Elektryczne smyczkowe","Alior Bank Przelew","Wiolonczela Elektryczna",99,1810,1650
1788,28,28,37,9124,47,312,"Sosnowiec","Chorzów","Strunowe Szarpane","Credit Agricole Blik","Kora",312,1830,1670
1789,44,44,3,8250,1,185,"Wałbrzych","Zielona Góra","Dęte klawiszowe","Credit Agricole Przelew","Fisharmonia",185,390,360
1790,25,25,15,7685,40,238,"Radom","Katowice","Dęte drewniane","BNP Parbias Przelew","Obój",238,80,80
1791,42,42,48,7423,33,336,"Wrocław","Zielona Góra","Dawne smyczkowe","mBank Przelew","Suka Biłgorajska",336,1060,970
1792,19,19,39,1792,33,110,"Dąbrowa Górnicza","Poznań","Strunowe Szarpane","Santander BP Blik","Cytra",110,960,880
1793,17,17,5,8390,18,83,"Toruń","Radom","Uderzane","Citi Handlowy Przelew","Keyboard ",83,80,80
1794,2,2,44,8987,45,32,"Włocławek","Wałbrzych","Dęte klawiszowe","Plus Bank Przelew","Organy",32,1430,1300
1795,3,3,39,7283,7,232,"Dąbrowa Górnicza","�?ódź","Dęte blaszane","Alior Bank Blik","Kornet",232,2020,1840
1796,5,5,27,8913,27,302,"Radom","Tarnów","Strunowe Szarpane","Alior Bank Blik","Bandżola",302,1330,1210
1797,31,31,37,9777,39,312,"Sosnowiec","Kalisz","Elektryczne smyczkowe","Credit Agricole Blik","Skrzypce Elektryczne",312,690,630
1798,26,26,41,3204,35,79,"Wrocław","Gorzów Wielkopolski","Dęte blaszane","BOŚ Blik","Trąbka Sygnałowa",79,380,350
1799,32,32,34,1799,4,348,"Lublin","Kalisz","Dęte drewniane","Plus Bank Blik","Flet Prosty",348,0,0
1800,42,42,17,9921,38,332,"Rzeszów","Zielona Góra","Elektryczne smyczkowe","Banek Pekao Blik","Skrzypce Elektryczne",332,1660,1510
1801,17,17,16,7720,31,173,"Bytom","Radom","Perkusyjne rurowe","Citi Handlowy Przelew","Dzwony Rurowe",173,2130,1940
1802,6,6,39,8389,42,363,"Dąbrowa Górnicza","Gdańsk","Elektryczne smyczkowe","TMUB Blik","Kontrabas Elektryczny",350,350,320
1803,38,38,14,8617,38,242,"Kielce","Toruń","Strunowe Szarpane","Plus Bank Przelew","Banjo",242,390,360
1804,43,43,41,1804,49,349,"Wrocław","Kraków","Strunowe Szarpane","Banek Pekao Blik","Tar",349,1160,1060
1805,39,39,42,9883,33,341,"Częstochowa","Katowice","Dęte blaszane","Banek Pekao Blik","Tuba",341,930,850
1806,41,41,35,6155,30,209,"Elbląg","Koszalin","Perkusyjne membranowe","Alior Bank Przelew","Kotły ",209,190,180
1807,30,30,15,5353,46,237,"Radom","Toruń","Dawne smyczkowe","Credit Agricole Blik","Lira da Braccio",237,380,350
1808,7,7,27,7975,38,372,"Radom","Zabrze","Strunowe Szarpane","BOŚ Blik","Lutnia",372,590,540
1809,18,18,18,8327,17,292,"Bydgoszcz","Płock","Strunowe Szarpane","ING Bank Śląski Blik","Harfa",292,1760,1600
1810,18,18,41,8442,14,349,"Wrocław","Płock","Strunowe Szarpane","Banek Pekao Blik","Gitara Klasyczna",349,2070,1890
1811,1,1,38,5745,42,225,"Bydgoszcz","Zabrze","Strunowe Szarpane","BNP Parbias Przelew","Koto",225,600,550
1812,45,45,43,7044,9,277,"Kalisz","Częstochowa","Dęte klawiszowe","BOŚ Przelew","Organy",277,1520,1390
1813,38,38,15,6429,2,238,"Radom","Toruń","Dęte blaszane","BNP Parbias Przelew","Róg (Waltornia)",238,250,230
1814,36,36,36,9290,14,197,"Kalisz","Białystok","Strunowe Szarpane","Citi Handlowy Przelew","Kitara",197,420,390
1815,26,26,1,1815,50,131,"Ruda Śląska","Gorzów Wielkopolski","Strunowe Szarpane","Credit Agricole Blik","Bandżola",131,1650,1500
1816,31,31,42,2974,26,373,"Częstochowa","Kalisz","Dęte blaszane","ING Bank Śląski Blik","Puzon",373,1920,1750
1817,28,28,36,7854,7,376,"Kalisz","Chorzów","Dęte klawiszowe","Citi Handlowy Przelew","Akordeon",376,1050,960
1818,44,44,47,4667,30,93,"Bydgoszcz","Zielona Góra","Dęte drewniane","BNP Parbias Blik","Saksofon",93,1280,1170
1819,22,22,41,8638,15,209,"Wrocław","Koszalin","Dęte drewniane","Citi Handlowy Przelew","Fagot",198,300,280
1820,32,32,28,9829,22,87,"Bielsko-Biała","Kalisz","Perkusyjne rurowe","Plus Bank Blik","Dzwony Rurowe",87,1320,1200
1821,40,40,1,1821,47,133,"Ruda Śląska","Gliwice","Klasyczne smyczkowe","TMUB Blik","Kontrabas",133,1400,1280
1822,29,29,31,9820,34,26,"�?ódź","Poznań","Uderzane","Bank Millenium Przelew","Klawikord",26,1890,1720
1823,42,42,14,5898,16,158,"Kielce","Zielona Góra","Klasyczne smyczkowe","Bank Millenium Przelew","Kontrabas",158,170,160
1824,15,15,49,9726,3,303,"Sosnowiec","Zielona Góra","Strunowe Szarpane","PKO BP Przelew","Gitara Basowa",303,1190,1090
1825,35,35,16,6052,23,393,"Bytom","Katowice","Dęte drewniane","Getin Noble Bank Blik","Saksofon",393,1730,1580
1826,17,17,28,3290,1,286,"Bielsko-Biała","Radom","Dęte blaszane","Gotówka","Kornet",286,460,420
1827,23,23,12,9467,18,368,"Lublin","Ruda Śląska","Dęte klawiszowe","Citi Handlowy Blik","Akordeon",368,950,870
1828,13,13,49,9196,33,49,"Sosnowiec","Częstochowa","Regionalne smyczkowe","Bank Millenium Blik","Gęśle",49,900,820
1829,11,11,43,8372,47,9,"Kalisz","Kalisz","Dęte drewniane","TMUB Przelew","Flet Prosty",9,750,690
1830,48,48,17,9216,50,47,"Rzeszów","Lublin","Dęte klawiszowe","Plus Bank Blik","Organy",47,1390,1270
1831,2,2,27,1831,2,302,"Radom","Wałbrzych","Klasyczne smyczkowe","Alior Bank Blik","Kontrabas",302,1900,1730
1832,36,36,41,7671,15,50,"Wrocław","Białystok","Dawne smyczkowe","Bank Millenium Przelew","Skrzypce Barokowe",50,1770,1610
1833,7,7,1,9096,29,248,"Ruda Śląska","Zabrze","Strunowe Szarpane","Bank Millenium Przelew","Koto",248,1230,1120
1834,43,43,21,7894,20,33,"Bydgoszcz","Kraków","Strunowe Szarpane","Banek Pekao Przelew","Ukulele",33,1510,1380
1835,8,8,31,8320,34,206,"�?ódź","Białystok","Strunowe Szarpane","Citi Handlowy Przelew","Lira",206,500,460
1836,32,32,1,7533,42,117,"Ruda Śląska","Kalisz","Dęte drewniane","TMUB Przelew","Flet Prosty",117,1710,1560
1837,2,2,1,2509,36,74,"Ruda Śląska","Wałbrzych","Uderzane","mBank Blik","Fortepian",74,1960,1790
1838,49,49,27,5876,7,390,"Radom","Gdynia","Dęte blaszane","Santander BP Blik","Trąbka",390,1940,1770
1839,17,17,43,5694,44,116,"Kalisz","Radom","Dęte blaszane","Plus Bank Przelew","Tuba",116,1660,1510
1840,42,42,22,9131,9,398,"Gdańsk","Zielona Góra","Strunowe Szarpane","Getin Noble Bank Blik","Cytra",398,2060,1880
1841,9,9,45,3406,10,4,"Poznań","Gdańsk","Strunowe Szarpane","mBank Blik","Cytra",4,1510,1380
1842,37,37,35,1842,46,244,"Elbląg","Płock","Dęte drewniane","Alior Bank Blik","Saksofon",244,1430,1300
1843,8,8,37,1843,25,210,"Sosnowiec","Białystok","Dęte klawiszowe","Gotówka","Akordeon",210,2180,1990
1844,17,17,14,7129,37,242,"Kielce","Radom","Strunowe Szarpane","Plus Bank Przelew","Klawesyn",242,1910,1740
1845,37,37,6,9762,21,120,"Radom","Płock","Strunowe Szarpane","Gotówka","Kobza",120,1600,1460
1846,7,7,45,8109,50,190,"Poznań","Zabrze","Strunowe Szarpane","Citi Handlowy Przelew","Gitara Basowa",190,1650,1500
1847,23,23,15,6209,6,238,"Radom","Ruda Śląska","Dęte blaszane","BNP Parbias Przelew","Suzafon",238,1450,1320
1848,10,10,29,3861,4,195,"Toruń","Bydgoszcz","Dęte blaszane","Banek Pekao Przelew","Tuba",195,720,660
1849,13,13,34,4800,15,348,"Lublin","Częstochowa","Strunowe Szarpane","Plus Bank Blik","Lira",348,1700,1550
1850,12,12,2,6477,27,281,"Wrocław","Poznań","Dęte drewniane","BOŚ Blik","Obój",281,790,720
1851,11,11,32,7099,20,43,"Poznań","Kalisz","Perkusyjne metalowe","Credit Agricole Blik","Wibrafon",43,0,0
1852,50,50,41,1852,50,168,"Wrocław","Rzeszów","Uderzane","Santander BP Blik","Fortepian",168,1410,1290
1853,36,36,37,9211,5,324,"Sosnowiec","Białystok","Strunowe Szarpane","BNP Parbias Przelew","Bandżola",324,1260,1150
1854,44,44,35,5500,26,216,"Elbląg","Zielona Góra","Strunowe Szarpane","ING Bank Śląski Przelew","Cytra",216,1470,1340
1855,6,6,20,7434,42,94,"Lublin","Gdańsk","Dęte drewniane","Gotówka","Flet Poprzeczny",94,1550,1410
1856,25,25,49,1856,22,146,"Sosnowiec","Katowice","Dęte blaszane","Citi Handlowy Blik","Róg (Waltornia)",146,1630,1490
1857,5,5,49,8536,2,146,"Sosnowiec","Tarnów","Perkusyjne membranowe","Citi Handlowy Blik","Bębny",146,1220,1110
1858,23,23,42,4242,6,191,"Częstochowa","Ruda Śląska","Uderzane","ING Bank Śląski Blik","Cymbały",191,900,820
1859,5,5,31,7496,8,361,"�?ódź","Tarnów","Strunowe Szarpane","Bank pocztowy Przelew","Mandolina",361,1540,1400
1860,47,47,12,9232,11,359,"Lublin","Włocławek","Strunowe Szarpane","Bank pocztowy Blik","Kobza",359,1890,1720
1861,1,1,49,8400,5,76,"Sosnowiec","Zabrze","Dawne smyczkowe","Citi Handlowy Przelew","Suka Biłgorajska",76,200,190
1862,50,50,47,3171,29,178,"Bydgoszcz","Rzeszów","Strunowe Szarpane","ING Bank Śląski Przelew","Bandżola",178,350,320
1863,3,3,29,8895,21,34,"Toruń","�?ódź","Regionalne smyczkowe","BOŚ Przelew","Basetla",34,1870,1700
1864,3,3,29,8873,24,58,"Toruń","�?ódź","Dęte blaszane","BOŚ Przelew","Trąbka",58,890,810
1865,18,18,42,8356,8,389,"Częstochowa","Płock","Dęte klawiszowe","Plus Bank Przelew","Organy",389,1390,1270
1866,31,31,13,7779,20,310,"Lublin","Kalisz","Perkusyjne pytowe","Euro Bank Blik","Talerze",310,1150,1050
1867,35,35,50,9021,34,189,"Chorzów","Katowice","Dawne smyczkowe","TMUB Przelew","Skrzypce Barokowe",189,910,830
1868,46,46,27,6376,30,127,"Radom","Kraków","Elektryczne smyczkowe","Alior Bank Przelew","Skrzypce Elektryczne",127,230,210
1869,41,41,8,7332,18,306,"Gliwice","Koszalin","Perkusyjne inne","TMUB Przelew","Klekotka",306,860,790
1870,46,46,17,6897,18,333,"Rzeszów","Kraków","Dęte drewniane","Citi Handlowy Przelew","Klarnet",333,790,720
1871,1,1,45,8167,11,156,"Poznań","Zabrze","Perkusyjne inne","ING Bank Śląski Blik","Terkotka ",156,1370,1250
1872,5,5,47,9249,25,227,"Bydgoszcz","Tarnów","Perkusyjne sztabkowe drewniane","Bank pocztowy Przelew","Ksylofon",170,2040,1860
1873,50,50,4,9639,16,309,"Wałbrzych","Rzeszów","Uderzane","Citi Handlowy Blik","Klawikord",309,420,390
1874,40,40,30,7810,36,334,"Płock","Gliwice","Uderzane","Plus Bank Przelew","Keyboard ",334,910,830
1875,1,1,22,9824,21,229,"Gdańsk","Zabrze","Strunowe Szarpane","Euro Bank Blik","Mandolina",229,1610,1470
1876,16,16,48,2679,32,336,"Wrocław","Białystok","Uderzane","mBank Przelew","Fortepian",336,1120,1020
1877,14,14,35,9870,4,244,"Elbląg","Toruń","Perkusyjne sztabkowe drewniane","Alior Bank Blik","Ksylofon",244,840,770
1878,22,22,6,5799,48,362,"Radom","Koszalin","Klasyczne smyczkowe","TMUB Blik","Altówka",362,1030,940
1879,30,30,49,2522,21,75,"Sosnowiec","Toruń","Strunowe Szarpane","Euro Bank Blik","Koto",75,790,720
1880,34,34,2,1880,6,212,"Wrocław","Szczecin","Dęte blaszane","Credit Agricole Blik","Suzafon",212,2090,1900
1881,41,41,47,9671,1,259,"Bydgoszcz","Koszalin","Dęte drewniane","Bank Millenium Przelew","Flet Piccolo",259,860,790
1882,23,23,50,9346,9,199,"Chorzów","Ruda Śląska","Strunowe Szarpane","Getin Noble Bank Blik","Bandżola",199,1270,1160
1883,9,9,15,3334,49,243,"Radom","Gdańsk","Dawne smyczkowe","PKO BP Blik","Lira da Braccio",243,2260,2060
1884,15,15,26,5164,5,250,"Poznań","Zielona Góra","Perkusyjne inne","Banek Pekao Przelew","Pudełka Akustyczne",250,40,40
1885,32,32,42,7007,27,164,"Częstochowa","Kalisz","Dęte drewniane","Santander BP Blik","Saksofon",164,440,400
1886,22,22,14,1886,46,56,"Kielce","Koszalin","Klasyczne smyczkowe","TMUB Blik","Wiolonczela",56,20,20
1887,16,16,31,4914,22,63,"�?ódź","Białystok","Strunowe Szarpane","TMUB Blik","Kobza",63,530,490
1888,14,14,50,6782,3,311,"Chorzów","Toruń","Perkusyjne pytowe","Alior Bank Blik","Gong",311,0,0
1889,3,3,27,9845,33,205,"Radom","�?ódź","Dawne smyczkowe","Gotówka","Skrzypce Barokowe",205,2030,1850
1890,25,25,38,9765,15,225,"Bydgoszcz","Katowice","Klasyczne smyczkowe","BNP Parbias Przelew","Skrzypce",225,2100,1910
1891,39,39,44,9270,43,149,"Włocławek","Katowice","Strunowe Szarpane","Bank Millenium Przelew","Lutnia",149,1330,1210
1892,27,27,8,8107,7,14,"Gliwice","Zielona Góra","Strunowe Szarpane","BNP Parbias Przelew","Ukulele",14,1390,1270
1893,37,37,23,4432,23,177,"Radom","Płock","Dęte drewniane","BNP Parbias Przelew","Flet Poprzeczny",177,380,350
1894,10,10,15,9572,39,263,"Radom","Bydgoszcz","Strunowe Szarpane","Banek Pekao Przelew","Bandżola",263,300,280
1895,5,5,3,8169,10,201,"Wałbrzych","Tarnów","Uderzane","ING Bank Śląski Blik","Keyboard ",201,1830,1670
1896,25,25,17,8615,35,364,"Rzeszów","Katowice","Uderzane","Getin Noble Bank Blik","Cymbały",179,810,740
1897,24,24,11,8634,27,228,"Szczecin","Koszalin","Dawne smyczkowe","BNP Parbias Przelew","Viola da Gamba",228,270,250
1898,32,32,30,9554,22,268,"Płock","Kalisz","Perkusyjne pytowe","mBank Blik","Talerze",268,1230,1120
1899,15,15,17,6008,34,333,"Rzeszów","Zielona Góra","Dęte blaszane","Citi Handlowy Przelew","Helikon",333,370,340
1900,1,1,26,1900,1,27,"Poznań","Zabrze","Strunowe Szarpane","Bank Millenium Blik","Shamisen",27,1990,1810
1901,15,15,15,9726,3,139,"Radom","Zielona Góra","Regionalne smyczkowe","Bank pocztowy Przelew","Gęśle",139,1760,1600
1902,37,37,47,6463,39,151,"Bydgoszcz","Płock","Dęte blaszane","Euro Bank Przelew","Suzafon",151,1790,1630
1903,50,50,28,6155,2,87,"Bielsko-Biała","Rzeszów","Perkusyjne membranowe","Plus Bank Blik","Kotły ",87,170,160
1904,48,48,16,4405,25,136,"Bytom","Lublin","Dęte drewniane","Bank pocztowy Blik","Obój",136,570,520
1905,29,29,16,2856,38,393,"Bytom","Poznań","Strunowe Szarpane","Getin Noble Bank Blik","Bałałajka",393,1070,980
1906,41,41,50,8068,43,89,"Chorzów","Koszalin","Strunowe Szarpane","Gotówka","Lira",89,1510,1380
1907,2,2,46,6437,18,202,"Wrocław","Wałbrzych","Dawne smyczkowe","Bank Millenium Przelew","Viola deamore",202,420,390
1908,3,3,8,5848,37,48,"Gliwice","�?ódź","Dęte blaszane","Alior Bank Blik","Suzafon",48,1500,1370
1909,11,11,3,6810,3,244,"Wałbrzych","Kalisz","Klasyczne smyczkowe","Plus Bank Przelew","Skrzypce",226,1730,1580
1910,19,19,28,9414,47,280,"Bielsko-Biała","Poznań","Klasyczne smyczkowe","BNP Parbias Blik","Wiolonczela",280,1570,1430
1911,6,6,4,6803,21,266,"Wałbrzych","Gdańsk","Uderzane","mBank Blik","Klawikord",266,150,140
1912,25,25,49,8886,11,183,"Sosnowiec","Katowice","Dęte blaszane","Getin Noble Bank Przelew","Puzon",183,180,170
1913,2,2,10,8217,36,171,"Tychy","Wałbrzych","Perkusyjne pytowe","Plus Bank Blik","Gong",171,110,100
1914,3,3,34,1958,42,231,"Lublin","�?ódź","Strunowe Szarpane","Credit Agricole Blik","Ukulele",231,1010,920
1915,6,6,17,8714,40,284,"Rzeszów","Gdańsk","Regionalne smyczkowe","mBank Przelew","Basetla",284,2290,2090
1916,35,35,31,6689,49,95,"�?ódź","Katowice","Perkusyjne sztabkowe drewniane","Alior Bank Blik","Ksylofon",95,2210,2010
1917,11,11,15,1917,16,119,"Radom","Kalisz","Strunowe Szarpane","Citi Handlowy Przelew","Bałałajka",119,130,120
1918,38,38,5,1918,24,90,"Toruń","Toruń","Perkusyjne rurowe","Credit Agricole Przelew","Dzwony Rurowe",90,400,370
1919,33,33,37,9379,19,19,"Sosnowiec","Kalisz","Klasyczne smyczkowe","Getin Noble Bank Przelew","Skrzypce",19,260,240
1920,36,36,13,2149,27,46,"Lublin","Białystok","Dęte blaszane","TMUB Przelew","Suzafon",46,2210,2010
1921,31,31,42,8665,8,186,"Częstochowa","Kalisz","Strunowe Szarpane","Credit Agricole Blik","Mandolina",186,1610,1470
1922,17,17,34,6007,10,69,"Lublin","Radom","Dęte blaszane","Alior Bank Przelew","Tuba",69,90,90
1923,41,41,25,9793,35,211,"Lublin","Koszalin","Dawne smyczkowe","Bank pocztowy Przelew","Viola deamore",211,1580,1440
1924,11,11,23,8270,16,23,"Radom","Kalisz","Dęte blaszane","Banek Pekao Blik","Róg (Waltornia)",23,400,370
1925,34,34,26,1925,10,200,"Poznań","Szczecin","Strunowe Szarpane","Bank Millenium Przelew","Kobza",200,2290,2090
1926,45,45,24,2085,8,253,"Radom","Częstochowa","Strunowe Szarpane","Credit Agricole Blik","Koto",253,1370,1250
1927,23,23,35,1927,39,209,"Elbląg","Ruda Śląska","Perkusyjne membranowe","Alior Bank Przelew","Kotły ",209,680,620
1928,32,32,21,1928,48,271,"Bydgoszcz","Kalisz","Elektryczne smyczkowe","Plus Bank Blik","Skrzypce Elektryczne",271,1870,1700
1929,42,42,9,9789,29,70,"Bydgoszcz","Zielona Góra","Elektryczne smyczkowe","Bank pocztowy Przelew","Altówka Elektryczna",70,1920,1750
1930,50,50,4,4807,41,309,"Wałbrzych","Rzeszów","Dawne smyczkowe","Citi Handlowy Blik","Rebec",309,800,730
